Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct
29	1400.0000	1450.0000	0.0038	0.0000	0.0038	0.0000	0.0000	0.0000	1.4337	10.5064	9.4885	10.6038	9.5962	0.1899	0.0000	0.0000	0.0000	1.4432	0.0000	2.7780	1.3472	0.3072	9.9381	1.4337	10.5064	9.4885	10.6038	9.5962	0.1899	0.0000	0.0000	0.0000	1.4432	0.0000	2.7780	1.3472	0.3072	9.9381	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
30	1450.0000	1500.0000	0.0030	0.0000	0.0030	0.0000	0.0000	0.0000	1.6177	10.1866	6.7063	10.3143	6.8987	0.3871	0.0000	0.0000	0.0000	1.3917	0.0000	2.6935	1.2996	0.7886	9.5976	1.6177	10.1866	8.0108	10.3143	8.1725	0.3871	0.0000	0.0000	0.0000	1.3917	0.0000	2.6935	1.2996	0.7886	9.5976	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
31	1500.0000	1550.0000	0.0025	0.0000	0.0024	0.0000	0.0000	0.0000	2.6825	10.3374	11.0700	10.6798	11.3904	1.7311	0.0000	0.0000	0.0000	1.4017	0.0000	2.6906	1.3072	0.3469	10.5710	2.0579	10.5519	9.5750	10.7507	9.7936	1.9354	0.0000	0.0000	0.0000	1.4259	0.0000	2.7349	1.3286	0.3531	9.8142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	14.8611	100.4650	101.0982	141.7505	14.8589	0.0000	0.0000	0.0000	0.0523	0.0000	0.2188	0.1144	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
32	1550.0000	1600.0000	0.0020	0.0000	0.0020	0.0000	0.0000	0.0000	1.9766	8.3666	11.2786	8.5969	11.4505	0.4350	0.0000	0.0000	0.0000	1.4534	0.0000	2.7963	1.3498	0.5091	10.7371	1.9766	8.3666	11.2786	8.5969	11.4505	0.4350	0.0000	0.0000	0.0000	1.4534	0.0000	2.7963	1.3498	0.5091	10.7371	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
33	1600.0000	1650.0000	0.0015	0.0000	0.0015	0.0000	0.0000	0.0000	2.2659	16.7332	11.2742	16.8859	11.4996	0.2207	0.0000	0.0000	0.0000	1.4344	0.0000	2.7780	1.3396	1.1503	16.3420	2.2659	16.7332	11.2742	16.8859	11.4996	0.2207	0.0000	0.0000	0.0000	1.4344	0.0000	2.7780	1.3396	1.1503	16.3420	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
34	1650.0000	1700.0000	0.0012	0.0000	0.0012	0.0000	0.0000	0.0000	2.5150	9.7012	11.0688	10.0219	11.3509	0.3312	0.0000	0.0000	0.0000	1.4680	0.0000	2.8053	1.3546	0.6428	10.5073	2.5150	9.7012	11.0688	10.0219	11.3509	0.3312	0.0000	0.0000	0.0000	1.4680	0.0000	2.8053	1.3546	0.6428	10.5073	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
35	1700.0000	1750.0000	0.0010	0.0000	0.0010	0.0000	0.0000	0.0000	2.8128	9.2862	10.1460	9.7028	10.5287	0.7208	0.0000	0.0000	0.0000	1.4394	0.0000	2.7471	1.3442	0.5101	9.5503	2.8128	9.2862	10.1460	9.7028	10.5287	0.7208	0.0000	0.0000	0.0000	1.4394	0.0000	2.7471	1.3442	0.5101	9.5503	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
36	1750.0000	1800.0000	0.0008	0.0000	0.0008	0.0000	0.0000	0.0000	3.1666	12.2558	4.1990	12.6583	5.2592	0.3153	0.0000	0.0000	0.0000	1.3030	0.0000	2.6290	1.2369	0.7033	11.8307	3.1666	12.2558	4.1990	12.6583	5.2592	0.3153	0.0000	0.0000	0.0000	1.3030	0.0000	2.6290	1.2369	0.7033	11.8307	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
37	1800.0000	1850.0000	0.0007	0.0000	0.0007	0.0000	0.0000	0.0000	3.3687	9.8482	15.5748	10.4084	15.9350	0.5875	0.0000	0.0000	0.0000	1.3575	0.0000	2.6378	1.2587	1.7730	15.2320	3.3687	9.8482	15.5748	10.4084	15.9350	0.5875	0.0000	0.0000	0.0000	1.3575	0.0000	2.6378	1.2587	1.7730	15.2320	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
38	1850.0000	1900.0000	0.0005	0.0000	0.0005	0.0000	0.0000	0.0000	3.8240	16.2187	11.1700	16.6635	11.8064	1.0524	0.0000	0.0000	0.0000	1.4412	0.0000	2.8673	1.3568	1.1718	15.8222	3.8240	16.2187	11.1700	16.6635	11.8064	1.0524	0.0000	0.0000	0.0000	1.4412	0.0000	2.8673	1.3568	1.1718	15.8222	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
39	1900.0000	1950.0000	0.0004	0.0000	0.0004	0.0000	0.0000	0.0000	4.3869	18.2464	17.1626	18.7664	17.7144	1.6703	0.0000	0.0000	0.0000	1.4924	0.0000	2.8174	1.3955	0.2423	17.8333	4.3869	18.2464	17.1626	18.7664	17.7144	1.6703	0.0000	0.0000	0.0000	1.4924	0.0000	2.8174	1.3955	0.2423	17.8333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
40	1950.0000	2000.0000	0.0016	0.0000	0.0016	0.0000	0.0000	0.0000	2.1818	15.1283	13.1630	15.2849	13.3426	0.4846	0.0000	0.0000	0.0000	1.4532	0.0000	2.8040	1.3634	0.2133	14.7281	2.1818	15.1283	13.1630	15.2849	13.3426	0.4846	0.0000	0.0000	0.0000	1.4532	0.0000	2.8040	1.3634	0.2133	14.7281	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
